projectid,teacher_acctid,schoolid,school_ncesid,school_latitude,school_longitude,school_city,school_state,school_metro,school_district,school_county,school_charter,school_magnet,teacher_prefix,primary_focus_subject,primary_focus_area,secondary_focus_subject,secondary_focus_area,resource_type,poverty_level,grade_level,total_price_including_optional_support,students_reached,eligible_double_your_impact_match,date_posted,datefullyfunded
01a66458900b3a827cd3c4de33884508,db696b20d5cd0ae35e9659369ded42d1,c59e80a0d276c56491592cf91a253c9e,,29.807417,-95.343529,Houston,TX,urban,Texas Dept of Education,Harris,t,f,Mr.,Literacy,Literacy & Language,,,Books,highest poverty,Grades 6-8,1987.96,130,f,9/1/13,10/12/13
01a84ac2b1d37a6e6f2f44796b414e76,4591e10f4406b66800e8f2d11d1f8df7,10e08ed05d2dd57683394321c4861fe4,,41.347861,-82.135172,Elyria,OH,urban,Lorain Co Ed Service Center,Lorain,f,f,Mrs.,Special Needs,Special Needs,,,Supplies,high poverty,Grades 6-8,281.22,7,f,5/10/12,6/23/12
01a8806fa92ea14609a35df5a5c9dee3,2ef2963fe9da67185005081074a3d606,0f0ac2f52a1d5e1a0ab2f67c6000dd50,3.60585E+11,42.909199,-78.886785,Buffalo,NY,urban,Buffalo City School District,Erie,f,t,Mrs.,Mathematics,Math & Science,,,Technology,highest poverty,Grades 6-8,382.18,130,f,9/1/13,9/10/13
01a8952f99fd4c714e895fcaf2b9b141,aa4f2e0d9c47b3e2a6a6d67993dc4822,4fe809a7ad9eede7d29bb671a967a710,3.17482E+11,41.295452,-95.957748,Omaha,NE,urban,Omaha Public School Dist 1,Douglas,f,f,Mr.,Civics & Government,History & Civics,Social Sciences,History & Civics,Technology,highest poverty,Grades 3-5,531.18,300,f,8/30/12,9/13/12
01a8a04fe9c8b39e0151d5ecdfeabe74,38322047c2fe7cba9f22addee16a3721,156e5160859747b99d091504c1bf5f2c,4.90014E+11,40.567708,-111.8533,Sandy,UT,suburban,Canyons School District,Salt Lake,f,f,Ms.,Special Needs,Special Needs,,,Technology,moderate poverty,Grades 6-8,442.54,80,t,11/3/12,3/1/13
01a8d4a3969ba4a5fa3a87441af60444,7bcfbd1037f307eb9eba806ff4736d53,116fe173867ec8693b75077172755bef,5.30294E+11,47.162151,-122.408218,Tacoma,WA,suburban,Franklin Pierce Sch Dist 402,Pierce,f,f,Ms.,Special Needs,Special Needs,,,Supplies,high poverty,Grades 6-8,193.61,10,f,10/9/12,10/19/12
01a9186056e0847f9a318ab6333a1220,ba4bb3242b63af00d999147fab2204ca,5a90d30ac0eb7bf5c433a5ed9fcda434,,41.095835,-73.420106,Norwalk,CT,urban,[County run],Fairfield,t,f,Ms.,Early Development,Applied Learning,Environmental Science,Math & Science,Supplies,high poverty,Grades PreK-2,718.89,19,f,6/2/12,7/5/12
01a9c4f5b626dab0a33422ed73c4894f,0d4ef9531b767f00a7575131df93cbc9,2b3ad9a89d8b01625e03c8b15ad30a3f,4.82364E+11,29.874323,-95.370544,Houston,TX,urban,Houston Ind School District,Harris,f,f,Ms.,Literacy,Literacy & Language,ESL,Literacy & Language,Technology,high poverty,Grades 3-5,307.49,650,f,12/13/12,12/26/12
01a9cdf23bd15e38af80b2d39ea370c2,cc776400d51d89529e4fbbe97eda3b78,3834b506c0aaac7905626f127d705f05,5.5096E+11,43.019627,-87.951988,Milwaukee,WI,urban,Milwaukee Public Schools,Milwaukee,f,f,Ms.,Literacy,Literacy & Language,Music,Music & The Arts,Other,highest poverty,Grades 3-5,510.41,30,t,10/15/12,11/30/12
01aa02a76bfafbe1749ae65c8c3dd7cf,95e51bdcdc5a7dcd826ad8bf0770181f,89c827674c77c6fc47aa797993db8218,1.73174E+11,41.566074,-88.250317,Plainfield,IL,urban,Plainfield Cons Sch Dist 202,Will,f,f,Mrs.,Literacy,Literacy & Language,Applied Sciences,Math & Science,Books,moderate poverty,Grades 3-5,218,30,f,3/28/13,5/9/13
01aa0ffc79b72abfe82efd3e0eaf6e3c,4816280ce22db8376d11669e57459896,752c47a86660006b6af863c7b0f37916,5.5096E+11,43.167137,-88.037285,Milwaukee,WI,urban,Milwaukee Public Schools,Milwaukee,f,f,Ms.,Special Needs,Special Needs,Early Development,Applied Learning,Other,highest poverty,Grades PreK-2,452.05,15,t,9/14/13,12/17/13
01aa436bf559c8bd37fb756e0dfc6182,da29b0948079bade6f905b816a31ce2f,1e8766bc9dd21ffeb9fbe1a47f135b38,1.70993E+11,41.941351,-87.644614,Chicago,IL,urban,Ravenswood-ridge Elem Network,Cook,f,t,Mrs.,Literacy,Literacy & Language,,,Technology,moderate poverty,Grades PreK-2,807.89,23,f,3/13/13,3/29/13
01ab285e767427adcb7357931365f4f5,128b9a1535af1fc519aad4ab190b79e9,a3dfec12cfdbcea7bd354592cc0620d7,3.70297E+11,35.226757,-80.716331,Charlotte,NC,urban,Charlotte-mecklenburg Sch Dist,Mecklenburg,f,f,Ms.,Mathematics,Math & Science,Literacy,Literacy & Language,Technology,highest poverty,Grades 3-5,231.07,132,t,8/26/13,12/2/13
01aca4e5f76e68b8fcfce374cea73eb4,08ccd72f74ad05ee9101b3615f1d2154,609df05d3e6373f6b954bb13fcb8ef29,1.20156E+11,27.757959,-82.682335,St Petersburg,FL,urban,Pinellas Co School District,Pinellas,f,f,Mrs.,Literature & Writing,Literacy & Language,,,Technology,highest poverty,Grades PreK-2,437.36,18,f,2/18/12,6/14/12
01ad193bdbda132c3b19612cd0b972bb,7c64d51e7338e1eeb815be7037fdea54,23d2377d4bfd333b6caf5ff78084e8bf,1.20159E+11,28.061426,-81.966553,Lakeland,FL,urban,Polk Co School District,Polk,f,t,Mrs.,Environmental Science,Math & Science,Mathematics,Math & Science,Supplies,moderate poverty,Grades 3-5,559.08,88,t,10/5/12,11/17/12
01ad7b10855f65afec17c85e4c9f6c6b,4734f4d5f6bbb3b5a68ce0faddcdd668,aeeb9b7661546c71a31ce591a1ebbb82,63531005982,33.727089,-117.896821,Santa Ana,CA,urban,Santa Ana Unified Sch District,Orange,f,f,Ms.,Environmental Science,Math & Science,,,Technology,highest poverty,Grades 6-8,371.46,200,f,11/24/13,12/24/13
01aeaf270e3839ff13c07a86e0a005fa,72a347c9a632515a327b62d125fbc9e0,8a7e6f59d2e78acd49556ba105fec211,40636000556,32.718935,-111.49875,Picacho,AZ,,Picacho Elementary Sch Dist 33,Pinal,f,f,Mrs.,Mathematics,Math & Science,Special Needs,Special Needs,Supplies,highest poverty,Grades 6-8,400.96,50,f,8/16/12,9/15/12
01b08150921581b93f01107f3b180bfc,a4175b1a538024b7df6b33a9f49a3f89,8da6754758c7636f22b0c57205efbdd4,1.70993E+11,41.917871,-87.694245,Chicago,IL,urban,Fullerton Elem Network,Cook,f,f,Ms.,Early Development,Applied Learning,Special Needs,Special Needs,Technology,highest poverty,Grades PreK-2,652.34,20,f,1/8/12,3/25/12
01b0f19d03d9203d2a2453f009e0066d,eca5619e2f07a1e968cfe24debd70801,011dd8c11fedd00215137fd5ef445104,4.90036E+11,40.665997,-111.866396,Holladay,UT,suburban,Granite School District,Salt Lake,f,f,Mrs.,Health & Life Science,Math & Science,Visual Arts,Music & The Arts,Supplies,moderate poverty,Grades 6-8,1022.66,202,f,11/7/13,11/16/13
01b133ab7fcec16b13970bb0ee455c60,a166f84ed1db31667eb6ff3904fb03d9,bebeaf790711873874bdb26d01fbc8d2,1.70993E+11,41.754784,-87.557202,Chicago,IL,urban,Skyway Elem Network,Cook,f,t,Ms.,Literacy,Literacy & Language,Character Education,Applied Learning,Books,highest poverty,Grades 6-8,487.68,84,t,11/20/12,11/29/12
01b247cb2e78606891814bb2343d45ea,ee34ec2480926dace8838fba1168f2a8,7700730972d2589c5c6a4394b091e281,2.80171E+11,30.392241,-89.050315,Gulfport,MS,urban,Gulfport School District,Harrison,f,f,Mrs.,Literature & Writing,Literacy & Language,Special Needs,Special Needs,Supplies,highest poverty,Grades 3-5,352.26,65,f,9/1/12,10/17/12
01b2ac0b8f9fb109d14cb33310bfa32a,175d56d390476b4992bfdbe9aa407919,841b7f22ec10ac3e5bbb5ec52a048e39,4.21899E+11,40.06769,-74.988548,Philadelphia,PA,urban,Philadelphia City School Dist,Philadelphia,f,f,Ms.,Literacy,Literacy & Language,Mathematics,Math & Science,Technology,high poverty,Grades PreK-2,553.46,32,t,7/28/13,10/22/13
01b2ed85b1fca7eb42e2c9385d2ee1d6,98ff959334eddd7737ec6822992b8480,8cee3b5bca2916d7feccc95d46b8346e,3.62964E+11,42.994244,-77.415276,Victor,NY,suburban,Victor Central School District,Ontario,f,f,Ms.,Mathematics,Math & Science,Special Needs,Special Needs,Supplies,moderate poverty,Grades PreK-2,474.73,6,f,10/3/12,11/21/12
01b2effb9228e56eff6c4a6d7682b7d2,63a37d52ad64a9e9c53cd42b40c48664,1fb2429de8e707afc0f71ede5bbb0ab3,5.40003E+11,39.197069,-79.928062,Moatsville,WV,rural,Barbour Co School District,Barbour,f,f,Mrs.,Health & Life Science,Math & Science,Applied Sciences,Math & Science,Supplies,high poverty,Grades 6-8,201.36,85,f,11/12/12,12/5/12
01b3f9934fab49f9e0db9dd476bccef9,8e8043ae3f17901b64a317a8af43f515,ad11d880feaf84128b50ec06e3d788c8,10270001092,32.436681,-85.002258,Phenix City,AL,suburban,Phenix City School District,Russell,f,f,Mrs.,Mathematics,Math & Science,,,Supplies,highest poverty,Grades 6-8,331.94,135,f,11/15/13,12/18/13
01b51bac10b6e7c42ab0dd17aa481f72,515f1eb5e1280bce7ca7fe6f2baa5450,61bc8e7d087d51b349dd8ad69c13c1e2,1.30012E+11,33.70287,-84.489889,Atlanta,GA,urban,Atlanta Public Schools,Fulton,f,f,Ms.,Literacy,Literacy & Language,Social Sciences,History & Civics,Technology,highest poverty,Grades 3-5,1768.16,60,t,10/31/13,1/30/14
01b605cb9a64bf0f63fe1fd0937d865f,543357e51e195836170ceab37acea224,38c12445627acb8594b157353aa8b076,1.70993E+11,41.946583,-87.690902,Chicago,IL,urban,North-nw Side Hs Network,Cook,f,t,Ms.,Special Needs,Special Needs,Other,Applied Learning,Other,highest poverty,Grades 9-12,1030.64,16,f,2/19/12,6/2/12
01b67e9fc6e340e55dc562439dfad820,073e4f36ba4351034668bf5eb172e672,a7ed368471457234d4be326af8cdf7d4,3.60009E+11,40.838261,-73.866051,Bronx,NY,urban,New York City Dept Of Ed,Bronx,f,f,Ms.,Literacy,Literacy & Language,Literature & Writing,Literacy & Language,Books,highest poverty,Grades 3-5,378.14,75,t,8/23/13,10/17/13
01b6d9aa421b83d23a368d26d4414c87,0f802b0c077517d1411ad45e6f714c66,e5663b73bdcd1c352c02e13f639b6de6,2.50798E+11,42.253511,-71.051922,Milton,MA,suburban,Milton School District,Norfolk,f,f,Ms.,ESL,Literacy & Language,Literacy,Literacy & Language,Books,low poverty,Grades 3-5,508.16,20,f,12/19/12,12/26/12
01b6e4f5b342bcb4d560b9559013f99b,1e5d01934f8a127ef4ff3f0e30fdebb7,b9fc15114ca5a426de0734c441cb25fc,3.70297E+11,35.190153,-80.865087,Charlotte,NC,urban,Charlotte-mecklenburg Sch Dist,Mecklenburg,f,f,Mrs.,Literature & Writing,Literacy & Language,Mathematics,Math & Science,Supplies,highest poverty,Grades PreK-2,295.27,17,f,3/27/12,5/17/12
01b72dc9733e601b602d2f1c61170e7f,361fbd71b7d34c5289a187e6d6d29148,6fe10b797f31fd8ab8cc88d6e823e095,2.61155E+11,42.827743,-84.580139,Dewitt,MI,suburban,Dewitt Public School District,Clinton,f,f,Mrs.,College & Career Prep,Applied Learning,,,Technology,moderate poverty,Grades 6-8,11748.53,450,f,12/9/13,2/1/14
01b8307df92be293aa9a60c022d2b545,5db6e512b86980e29d688fd077e97912,0a7d8b5d97837a1d9ba5712c551edb34,63186004915,37.478372,-122.136986,E Palo Alto,CA,suburban,Ravenswood City Elem Sch Dist,San Mateo,f,f,Ms.,Applied Sciences,Math & Science,Mathematics,Math & Science,Technology,highest poverty,Grades 6-8,1968.42,64,f,12/13/12,1/4/13
01b8a498e5d71b30eaa325596f5993e7,24d545883a35a115f87e53e1ef039300,ed9b29f21c01a8fe2fb3781b9629121d,60363000305,35.378368,-118.918477,Bakersfield,CA,suburban,Bakersfield City Sch Dist,Kern,f,f,Mrs.,Literacy,Literacy & Language,Special Needs,Special Needs,Technology,highest poverty,Grades 3-5,581.28,6,t,2/1/13,5/19/13
01b8b72a8cf9902aeb5971b18310bbc2,c6254ca28c8ee735df86eb1d3a26f53c,bb477994115ad6275e95623e927c040e,3.41629E+11,40.231834,-74.777481,Trenton,NJ,urban,Trenton School District,Mercer,f,f,Mrs.,Literature & Writing,Literacy & Language,,,Books,highest poverty,Grades 3-5,850.64,14,f,2/2/13,3/26/13
01b93fe7239404c9bd3c2587eb4b91a9,d98063df1867ad66fee5f8c8ffe88cf7,d2195f6da22a2a70d6c2576a8c1a8cdf,1.20144E+11,28.495197,-81.333005,Orlando,FL,suburban,Orange Co Public School Dist,Orange,f,f,Mrs.,Mathematics,Math & Science,Literature & Writing,Literacy & Language,Technology,high poverty,Grades 3-5,443.46,18,f,6/19/13,6/27/13
01b986ef235f2c57c7de8f648b25d89e,e80d508cd15dcee470cf288f0de24ef3,58638708677afca7dabaabb9653cd403,4.1096E+11,44.694901,-123.433914,Philomath,OR,suburban,Philomath School District 17j,Benton,t,f,Mrs.,Literature & Writing,Literacy & Language,,,Books,moderate poverty,Grades 3-5,421.12,21,f,7/23/13,9/28/13
01b98f7e28649fb97c956d93e10fefe6,97dac86f48a95eb891ff6313bf6a09e5,c6e5aace5ab5703d2d1ab9aa3e49c750,1.74125E+11,42.391229,-87.865272,Waukegan,IL,suburban,Waukegan Cmty Unit SD 60,Lake,f,f,Mrs.,History & Geography,History & Civics,,,Books,highest poverty,Grades 3-5,497.21,28,t,9/10/13,10/26/13
01b9b5da18475d2e90a3d019d6c671a1,105494524d796425ec559b4bf7f01f08,0697ac49b2eb12002108bc2a014cfbe4,4.90087E+11,40.724094,-111.842165,Salt Lake Cty,UT,,Salt Lake City School District,Salt Lake,f,f,Mr.,Applied Sciences,Math & Science,Mathematics,Math & Science,Technology,high poverty,Grades 9-12,1882.51,200,f,9/6/12,9/20/12
01ba2f863ed6946693acd033bc12939f,47dea0d958d6f1211c36a248101006df,69d34b784d801a0366f6b3d9fca00a60,3.70297E+11,35.238032,-80.90214,Charlotte,NC,urban,Charlotte-mecklenburg Sch Dist,Mecklenburg,f,t,Ms.,Literacy,Literacy & Language,Civics & Government,History & Civics,Books,high poverty,Grades 9-12,398,66,t,2/19/12,4/9/12
01ba3f728f371b3b0640dcf536b0a1d8,ae5eb32e676bae240782bdc896459923,f1ff812c730c042550d690f4a07a5a96,1.90483E+11,42.009743,-92.086414,Van Horne,IA,rural,Benton Cmty School District,Benton,f,f,Mrs.,Literacy,Literacy & Language,,,Technology,moderate poverty,Grades PreK-2,481.13,30,f,5/10/12,7/31/12
01bafc48423a9050385fccf9ee04808e,4a8ce54dd83bee49faab0e874ac31114,7866ce218d67ec924862eeef41bcca7a,4.02025E+11,35.348883,-97.469088,Moore,OK,suburban,Moore School District I-2,Cleveland,f,f,Mrs.,Early Development,Applied Learning,Mathematics,Math & Science,Technology,high poverty,Grades PreK-2,550,22,f,7/4/12,8/5/12
01bbd608f8333db41b092e98307ea5b6,d2dd7b772440873828835d901703cecd,00aba8893116b80aca3197ff469e387b,4.00549E+11,36.089972,-95.792734,Broken Arrow,OK,suburban,Broken Arrow School District,Tulsa,f,f,Mrs.,Visual Arts,Music & The Arts,Special Needs,Special Needs,Technology,moderate poverty,Grades 6-8,694.4,170,f,9/12/13,9/21/13
01bc0166256efc64851ccb7cafd178e3,0e1eb6bf617fa449cc9d7c484ffc3a02,bc5e2b1a23e438e5abade1aef25764c3,4.40015E+11,41.420727,-71.791084,Ashaway,RI,,Chariho Regional School Dist,Washington,f,f,Mrs.,Mathematics,Math & Science,,,Technology,moderate poverty,Grades PreK-2,534.42,16,f,3/17/13,4/30/13
01bc8b55e1769088f21ecfe9b003243f,cc7afc3ac61272afb594a5f2984e2f24,9f248fd16aa4c5d818898f0f626d7c05,4.9012E+11,41.235729,-112.231651,Plain City,UT,urban,Weber School District,Weber,f,f,Mrs.,Literacy,Literacy & Language,ESL,Literacy & Language,Technology,moderate poverty,Grades PreK-2,568.81,25,f,7/29/13,9/7/13
01bcf867777e0d785b27adf8388ae4ae,6d93020fc869a82435cb6bb22bb63c49,d40b0abb90329a4ce748f548918c02b9,,29.716713,-95.553169,Houston,TX,urban,Texas Dept of Education,Harris,t,f,Mr.,Literacy,Literacy & Language,Literature & Writing,Literacy & Language,Books,highest poverty,Grades 6-8,797.82,500,f,10/29/12,12/9/12
01bd0c5f4dac56a1b381a3e155089e58,47ad8cd1c3dc7b061bb16d22946cb1ca,241a5ac19c971db5b205732bbf45987e,3.60009E+11,40.836826,-73.887688,Bronx,NY,urban,New York City Dept Of Ed,Bronx,f,f,Mr.,History & Geography,History & Civics,Civics & Government,History & Civics,Technology,highest poverty,Grades 9-12,521.07,75,f,11/20/12,12/27/12
01be262a2383016525fd501297c07e8d,1848d04cbc498327d8e6d33ec50569ff,976aa3095aa1cb3c75e3fbbda9058ede,63432005492,32.712224,-117.04181,San Diego,CA,urban,San Diego Unified School Dist,San Diego,t,t,Mrs.,Literacy,Literacy & Language,ESL,Literacy & Language,Technology,highest poverty,Grades PreK-2,304.24,27,f,11/16/13,11/24/13
01be6ad725a02f1011033f78a7f151fc,4bf4491280d93bc91fd6a9aa22433240,53cc173886444b30c99e760422517960,,39.99646,-75.172424,Philadelphia,PA,urban,Philadelphia City School Dist,Philadelphia,f,f,Mrs.,Literature & Writing,Literacy & Language,Literacy,Literacy & Language,Technology,highest poverty,Grades 3-5,710.41,80,f,2/6/12,5/16/12
01bec9bbb7004689ae72b1904c135e2f,30d13a78878c3919dd5f274a3049dc56,3c77edc5ad2b2e73e48ff0672764a29a,80336001957,39.756243,-104.88541,Denver,CO,rural,Denver Public School Dist 1,Denver,f,f,Mrs.,Mathematics,Math & Science,Literature & Writing,Literacy & Language,Technology,moderate poverty,Grades PreK-2,747.56,25,f,2/14/13,2/25/13
01bf3e1390692616c253b6bcd1f5d080,98efbfb7aa2694891c59be30986a033d,6951a1dce569dcdad6875e5311c50896,1.72058E+11,41.519181,-88.063656,Joliet,IL,urban,Joliet Public Elem Sch Dist 86,Will,f,f,Mrs.,Literacy,Literacy & Language,ESL,Literacy & Language,Books,highest poverty,Grades PreK-2,402.34,25,t,2/3/12,4/15/12
01bf577b94e5b67a14c7c66a615a916e,cff4bf0fb2e483f4191a8acac2d29d30,eee9a66ac6c012bec04f9261fa7cbd9c,1.50003E+11,21.329521,-158.071324,Kapolei,HI,suburban,Leeward Oahu School District,Honolulu,f,f,Mr.,Applied Sciences,Math & Science,Environmental Science,Math & Science,Technology,high poverty,Grades 9-12,2791.22,150,f,11/27/13,2/23/14
01c06029b231ed9c0221344263e0ead1,012ceee7cd09c70eac7c5d9900bd6037,187812e7c1df41c8f009ae2fa288f702,10309001195,32.483536,-88.312216,York,AL,rural,Sumter Co School District,Sumter,f,f,Ms.,College & Career Prep,Applied Learning,,,Supplies,highest poverty,Grades PreK-2,496.96,15,f,11/27/13,12/24/13
01c0e59aa2e18cfb267aa71f5164172f,194eb1943e198e8fa0bae4bdef240ede,0f1702033ec1a3e457d4e542fc7af7f7,5.10291E+11,37.202198,-77.387806,Petersburg,VA,,Petersburg School District,Petersburg City,f,f,Mrs.,Environmental Science,Math & Science,,,Supplies,highest poverty,Grades PreK-2,340.72,23,f,3/18/12,6/19/12
01c21af5e9b255b131931bd17faae35c,b217b0dee8838f567db88656dc7afda3,c3ab3206c638c673e5b5d50af0274ae1,3.60008E+11,40.82359,-73.923008,Bronx,NY,urban,New York City Dept Of Ed,Bronx,f,f,Mr.,Sports,Health & Sports,Special Needs,Special Needs,Supplies,highest poverty,Grades 6-8,562.64,300,f,3/4/12,4/13/12
01c24990c270c376628eb47ed88fbe09,13b33f162441463da1a1fbe3111d1a1c,a87381ee62fadf0c7940911c483d34f6,1.90897E+11,41.640114,-93.67119,Des Moines,IA,urban,Des Moines Public School Dist,Polk,f,f,Mrs.,Literacy,Literacy & Language,Mathematics,Math & Science,Supplies,high poverty,Grades PreK-2,633.14,25,f,6/3/12,9/25/12
01c29540aada6ce2c25df60b8055893b,3764d141b03599e022cc80ab71971a76,555f9d0a7553af25f4ef53528409aa23,1.70993E+11,41.941611,-87.732303,Chicago,IL,urban,O'hare Elementary Network,Cook,f,f,Mrs.,Literacy,Literacy & Language,Literature & Writing,Literacy & Language,Books,highest poverty,Grades PreK-2,202.28,90,f,2/10/13,3/2/13
01c2a5c039e5bcc24d50b5e720b0f272,41703d21c53f13e0eb7ced8c7c20ea9e,afa72be278acb643bcac89c5829867d4,,36.037655,-86.636993,Antioch,TN,,Metro Nashville Pub Sd,Davidson,f,f,Mrs.,Literacy,Literacy & Language,ESL,Literacy & Language,Other,highest poverty,Grades PreK-2,436.53,35,f,9/20/12,1/13/13
01c3554f370ff6b5f3775072754bcfe3,237fd2031e1cb3a56c1a65396368e309,6b2946fa4c86f899e6b44d396bb5e1ce,4.03024E+11,36.202436,-95.977599,Tulsa,OK,urban,Tulsa Independent Sch Dist,Tulsa,f,t,Mrs.,Mathematics,Math & Science,Literacy,Literacy & Language,Technology,highest poverty,Grades PreK-2,994.62,20,t,12/1/13,12/21/13
01c3607b1d3ca50884ac11ee2f14e26b,5257ddcde988ca146e0d1d648117ce90,3bc4eabd97f0854b16533d6b567ba406,3.70069E+11,35.717213,-81.143295,Claremont,NC,rural,Catawba Co School District,Catawba,f,f,Mrs.,Music,Music & The Arts,,,Supplies,high poverty,Grades PreK-2,517.49,405,f,11/7/12,1/17/13
01c3d2457e395e41d142e55a1a242244,404df25c5a84205027ee2877c0916e13,2351a64e47e39bcd254b11fa85991724,,33.304433,-111.681804,Mesa,AZ,,Maricopa Co Regional SD 509,Maricopa,f,f,Ms.,Health & Life Science,Math & Science,Environmental Science,Math & Science,Supplies,high poverty,Grades 6-8,424.67,90,t,10/7/12,10/25/12
01c44745f329706f70ba8f10d81574f8,eb6bb54d78acb6064e0d0bf593ef54ab,d19b57f9c86364ac2a3dd149823d0815,5.40105E+11,40.04245,-80.662671,Wheeling,WV,urban,Ohio Co School District,Ohio,f,f,Mrs.,Literacy,Literacy & Language,,,Books,high poverty,Grades 6-8,202.02,72,t,11/12/13,12/18/13
01c46fd2671b70e3f29d0b99d41a5178,1365c937bc585d02bea04ee2cac5bdce,2b4b58d797b1746c86dcbc423b18725c,1.20105E+11,28.802913,-81.898591,Leesburg,FL,suburban,Lake Co School District,Lake,f,f,Mrs.,Visual Arts,Music & The Arts,,,Supplies,highest poverty,Grades 3-5,175.86,20,t,9/5/12,10/9/12
01c4b3c8b083b99f21996138fa412a49,8375226c9a1e7532370711c6a538e55e,78dfefb944bc688e88b7bf17402f0121,62271008510,33.967031,-118.177559,Cudahy,CA,suburban,Los Angeles Unif Sch Dist,Los Angeles,f,f,Mrs.,Literature & Writing,Literacy & Language,Mathematics,Math & Science,Other,highest poverty,Grades PreK-2,574.96,24,t,2/2/12,4/26/12
01c4c3c2760c8e0002bce31eadccb4c1,9be0f3bb0af9c1937f2ad0e07986440a,67122f0ceaad0c403e1cf6105dec6425,2.40009E+11,39.332283,-76.590546,Baltimore,MD,urban,Baltimore City Public Sch Dist,Baltimore City,f,f,Ms.,Literature & Writing,Literacy & Language,Special Needs,Special Needs,Books,highest poverty,Grades 9-12,239.58,95,f,10/21/12,11/22/12
01c5478a9dbd899113cb2b1077eeeb5c,b000562110e53beb210627a81a3f91d0,adbead4ea28e0e13dc72aabbc47015fc,62271002807,34.101906,-118.251938,Los Angeles,CA,urban,Los Angeles Unif Sch Dist,Los Angeles,f,t,Mrs.,Literacy,Literacy & Language,Health & Wellness,Health & Sports,Supplies,highest poverty,Grades PreK-2,187.54,24,f,1/13/13,5/8/13
01c552bfb74619ed94bafb133a7e5ff7,f030772f90267ba502442594f1a40258,6a5955248b5bf0810c76e67daae86ec5,60474000432,37.868868,-122.270814,Berkeley,CA,urban,Berkeley Unified School Dist,Alameda,f,f,Ms.,Music,Music & The Arts,,,Other,high poverty,Grades 9-12,1014.98,80,f,10/7/13,11/1/13
01c5c74168b7aed179a9a53c027ecb48,8d616e6b9dcd4856e2f2b3183e9217bf,f2903272baefa5724d6bb31b296cfc59,4.83999E+11,29.866068,-95.135193,Houston,TX,suburban,Sheldon Ind School District,Harris,f,f,Ms.,Mathematics,Math & Science,Literacy,Literacy & Language,Technology,highest poverty,Grades PreK-2,1081.62,45,f,11/4/12,1/10/13
01c603103b1d758812ce250b783da659,d7905cbad0946bb10aaaebe517ff9eb7,13994c57bf0a1dcbc0f40155e1b67b76,61032001155,37.963152,-120.308697,Sonora,CA,,Curtis Creek Elem Sch Dist,Tuolumne,f,f,Mrs.,Visual Arts,Music & The Arts,Environmental Science,Math & Science,Other,high poverty,Grades PreK-2,1032.22,21,t,3/7/13,4/10/13
01c605856e42f3d27173fc5dab30fd30,48ceb667ceeb39022d8eaef8eac8f6cc,04857bc115179660bb4fac7a7227a2a4,3.20006E+11,36.062753,-115.291017,Las Vegas,NV,rural,Clark Co School District,Clark,f,f,Ms.,Literacy,Literacy & Language,ESL,Literacy & Language,Technology,high poverty,Grades 3-5,756.85,145,t,2/12/13,4/28/13
01c6693d3aca7ad959aa18bacb7c3b49,e790372dd3ebf999b4407f40131e82bf,dd63a80ad2f343e8c06e15470fcae904,4.80783E+11,31.43673,-99.306923,Houston,TX,urban,Alief Ind School District,Harris,f,f,Mrs.,Literature & Writing,Literacy & Language,Mathematics,Math & Science,Other,highest poverty,Grades PreK-2,511.74,18,f,10/14/12,11/18/12
01c67c06d961a7c991bbba9e8b1ad524,e67aac0a962e92d2379caa972ac1ef2e,8575bcd2ab9371d352fa696065427e98,4.81611E+11,29.901567,-95.519363,Houston,TX,suburban,Cypress-fairbanks Ind Sch Dist,Harris,f,f,Ms.,Mathematics,Math & Science,Environmental Science,Math & Science,Other,highest poverty,Grades 3-5,204.79,50,f,8/17/13,10/9/13
01c91a73b27a2d9c4cc47b4bf2adb687,8173fba16009829e61193783c338894e,f08720a32dc2921adfcf686941a31e50,3.60015E+11,40.607165,-73.98682,Brooklyn,NY,urban,New York City Dept Of Ed,Kings (Brooklyn),f,f,Ms.,Literacy,Literacy & Language,Literature & Writing,Literacy & Language,Technology,high poverty,Grades PreK-2,716.42,16,f,2/10/12,4/1/12
01c953c7a23f7f06cb7db98627677b55,4f47d85eb4da0bd0406afc1b85cdbd30,f8ea5795c3c728a2f3962a3ffb638215,62271002896,33.83032,-118.259144,Carson,CA,urban,Los Angeles Unif Sch Dist,Los Angeles,f,f,Ms.,Mathematics,Math & Science,Health & Life Science,Math & Science,Books,highest poverty,Grades 6-8,690.13,100,t,1/21/12,3/1/12
01c9e8fbf1a867e148da699db9c4c7ff,3fc23082528d06fc01030c0bb5ac181c,414d3ce20e1742c8c6fac3f8fb5ba064,2.90058E+11,38.580034,-90.238096,Saint Louis,MO,urban,Missouri Dept of Education,St Louis City,t,f,Ms.,Other,Applied Learning,Literacy,Literacy & Language,Technology,highest poverty,Grades 3-5,371.64,50,f,2/10/12,6/8/12
01ca2e7f98f260f1a8c32218a795d2e2,90e17d2820d7c284767f98b48c203e20,58ef6e738a4dce0a20ed89a79e07ba96,62271012370,34.059604,-118.295573,Los Angeles,CA,urban,Los Angeles Unif Sch Dist,Los Angeles,f,f,Ms.,Health & Life Science,Math & Science,,,Supplies,highest poverty,Grades 9-12,444.05,100,f,7/27/13,10/16/13
